Entity,Code,Year,Age of electoral democracy
Azerbaijan,AZE,1997,multi-party autocracy
Azerbaijan,AZE,1998,multi-party autocracy
Azerbaijan,AZE,1999,multi-party autocracy
Azerbaijan,AZE,2000,multi-party autocracy
Azerbaijan,AZE,2001,multi-party autocracy
Azerbaijan,AZE,2002,multi-party autocracy
Azerbaijan,AZE,2003,multi-party autocracy
Azerbaijan,AZE,2004,multi-party autocracy
Azerbaijan,AZE,2005,multi-party autocracy
Azerbaijan,AZE,2006,multi-party autocracy
Azerbaijan,AZE,2007,multi-party autocracy
Azerbaijan,AZE,2008,multi-party autocracy
Azerbaijan,AZE,2009,multi-party autocracy
Azerbaijan,AZE,2010,multi-party autocracy
Azerbaijan,AZE,2011,multi-party autocracy
Azerbaijan,AZE,2012,multi-party autocracy
Azerbaijan,AZE,2013,multi-party autocracy
Azerbaijan,AZE,2014,multi-party autocracy
Azerbaijan,AZE,2015,multi-party autocracy
Azerbaijan,AZE,2016,multi-party autocracy
Azerbaijan,AZE,2017,multi-party autocracy
Azerbaijan,AZE,2018,multi-party autocracy
Azerbaijan,AZE,2019,multi-party autocracy
Azerbaijan,AZE,2020,multi-party autocracy
Azerbaijan,AZE,2021,multi-party autocracy
Azerbaijan,AZE,2022,multi-party autocracy
Azerbaijan,AZE,2023,multi-party autocracy
Azerbaijan,AZE,2024,multi-party autocracy
Bahamas,BHS,1789,multi-party autocracy without elected executive
Bahamas,BHS,1790,multi-party autocracy without elected executive
Bahamas,BHS,1791,multi-party autocracy without elected executive
Bahamas,BHS,1792,multi-party autocracy without elected executive
Bahamas,BHS,1793,multi-party autocracy without elected executive
Bahamas,BHS,1794,multi-party autocracy without elected executive
Bahamas,BHS,1795,multi-party autocracy without elected executive
Bahamas,BHS,1796,multi-party autocracy without elected executive
Bahamas,BHS,1797,multi-party autocracy without elected executive
Bahamas,BHS,1798,multi-party autocracy without elected executive
Bahamas,BHS,1799,multi-party autocracy without elected executive
Bahamas,BHS,1800,multi-party autocracy without elected executive
Bahamas,BHS,1801,multi-party autocracy without elected executive
Bahamas,BHS,1802,multi-party autocracy without elected executive
Bahamas,BHS,1803,multi-party autocracy without elected executive
Bahamas,BHS,1804,multi-party autocracy without elected executive
Bahamas,BHS,1805,multi-party autocracy without elected executive
Bahamas,BHS,1806,multi-party autocracy without elected executive
Bahamas,BHS,1807,multi-party autocracy without elected executive
Bahamas,BHS,1808,multi-party autocracy without elected executive
Bahamas,BHS,1809,multi-party autocracy without elected executive
Bahamas,BHS,1810,multi-party autocracy without elected executive
Bahamas,BHS,1811,multi-party autocracy without elected executive
Bahamas,BHS,1812,multi-party autocracy without elected executive
Bahamas,BHS,1813,multi-party autocracy without elected executive
Bahamas,BHS,1814,multi-party autocracy without elected executive
Bahamas,BHS,1815,multi-party autocracy without elected executive
Bahamas,BHS,1816,multi-party autocracy without elected executive
Bahamas,BHS,1817,multi-party autocracy without elected executive
Bahamas,BHS,1818,multi-party autocracy without elected executive
Bahamas,BHS,1819,multi-party autocracy without elected executive
Bahamas,BHS,1820,multi-party autocracy without elected executive
Bahamas,BHS,1821,multi-party autocracy without elected executive
Bahamas,BHS,1822,multi-party autocracy without elected executive
Bahamas,BHS,1823,multi-party autocracy without elected executive
Bahamas,BHS,1824,multi-party autocracy without elected executive
Bahamas,BHS,1825,multi-party autocracy without elected executive
Bahamas,BHS,1826,multi-party autocracy without elected executive
Bahamas,BHS,1827,multi-party autocracy without elected executive
Bahamas,BHS,1828,multi-party autocracy without elected executive
Bahamas,BHS,1829,multi-party autocracy without elected executive
Bahamas,BHS,1830,multi-party autocracy without elected executive
Bahamas,BHS,1831,multi-party autocracy without elected executive
Bahamas,BHS,1832,multi-party autocracy without elected executive
Bahamas,BHS,1833,multi-party autocracy without elected executive
Bahamas,BHS,1834,multi-party autocracy without elected executive
Bahamas,BHS,1835,multi-party autocracy without elected executive
Bahamas,BHS,1836,multi-party autocracy without elected executive
Bahamas,BHS,1837,multi-party autocracy without elected executive
Bahamas,BHS,1838,multi-party autocracy without elected executive
Bahamas,BHS,1839,multi-party autocracy without elected executive
Bahamas,BHS,1840,multi-party autocracy without elected executive
Bahamas,BHS,1841,multi-party autocracy without elected executive
Bahamas,BHS,1842,multi-party autocracy without elected executive
Bahamas,BHS,1843,multi-party autocracy without elected executive
Bahamas,BHS,1844,multi-party autocracy without elected executive
Bahamas,BHS,1845,multi-party autocracy without elected executive
Bahamas,BHS,1846,multi-party autocracy without elected executive
Bahamas,BHS,1847,multi-party autocracy without elected executive
Bahamas,BHS,1848,multi-party autocracy without elected executive
Bahamas,BHS,1849,multi-party autocracy without elected executive
Bahamas,BHS,1850,multi-party autocracy without elected executive
Bahamas,BHS,1851,multi-party autocracy without elected executive
Bahamas,BHS,1852,multi-party autocracy without elected executive
Bahamas,BHS,1853,multi-party autocracy without elected executive
Bahamas,BHS,1854,multi-party autocracy without elected executive
Bahamas,BHS,1855,multi-party autocracy without elected executive
Bahamas,BHS,1856,multi-party autocracy without elected executive
Bahamas,BHS,1857,multi-party autocracy without elected executive
Bahamas,BHS,1858,multi-party autocracy without elected executive
Bahamas,BHS,1859,multi-party autocracy without elected executive
Bahamas,BHS,1860,multi-party autocracy without elected executive
Bahamas,BHS,1861,multi-party autocracy without elected executive
Bahamas,BHS,1862,multi-party autocracy without elected executive
Bahamas,BHS,1863,multi-party autocracy without elected executive
Bahamas,BHS,1864,multi-party autocracy without elected executive
Bahamas,BHS,1865,multi-party autocracy without elected executive
Bahamas,BHS,1866,multi-party autocracy without elected executive
Bahamas,BHS,1867,multi-party autocracy without elected executive
Bahamas,BHS,1868,multi-party autocracy without elected executive
Bahamas,BHS,1869,multi-party autocracy without elected executive
Bahamas,BHS,1870,multi-party autocracy without elected executive
Bahamas,BHS,1871,multi-party autocracy without elected executive
Bahamas,BHS,1872,multi-party autocracy without elected executive
Bahamas,BHS,1873,multi-party autocracy without elected executive
Bahamas,BHS,1874,multi-party autocracy without elected executive
Bahamas,BHS,1875,multi-party autocracy without elected executive
Bahamas,BHS,1876,multi-party autocracy without elected executive
Bahamas,BHS,1877,multi-party autocracy without elected executive
Bahamas,BHS,1878,multi-party autocracy without elected executive
Bahamas,BHS,1879,multi-party autocracy without elected executive
Bahamas,BHS,1880,multi-party autocracy without elected executive
Bahamas,BHS,1881,multi-party autocracy without elected executive
Bahamas,BHS,1882,multi-party autocracy without elected executive
Bahamas,BHS,1883,multi-party autocracy without elected executive
Bahamas,BHS,1884,multi-party autocracy without elected executive
Bahamas,BHS,1885,multi-party autocracy without elected executive
Bahamas,BHS,1886,multi-party autocracy without elected executive
Bahamas,BHS,1887,multi-party autocracy without elected executive
Bahamas,BHS,1888,multi-party autocracy without elected executive
Bahamas,BHS,1889,multi-party autocracy without elected executive
Bahamas,BHS,1890,multi-party autocracy without elected executive
Bahamas,BHS,1891,multi-party autocracy without elected executive
Bahamas,BHS,1892,multi-party autocracy without elected executive
Bahamas,BHS,1893,multi-party autocracy without elected executive
Bahamas,BHS,1894,multi-party autocracy without elected executive
Bahamas,BHS,1895,multi-party autocracy without elected executive
Bahamas,BHS,1896,multi-party autocracy without elected executive
Bahamas,BHS,1897,multi-party autocracy without elected executive
Bahamas,BHS,1898,multi-party autocracy without elected executive
Bahamas,BHS,1899,multi-party autocracy without elected executive
Bahamas,BHS,1900,multi-party autocracy without elected executive
Bahamas,BHS,1901,multi-party autocracy without elected executive
Bahamas,BHS,1902,multi-party autocracy without elected executive
Bahamas,BHS,1903,multi-party autocracy without elected executive
Bahamas,BHS,1904,multi-party autocracy without elected executive
Bahamas,BHS,1905,multi-party autocracy without elected executive
Bahamas,BHS,1906,multi-party autocracy without elected executive
Bahamas,BHS,1907,multi-party autocracy without elected executive
Bahamas,BHS,1908,multi-party autocracy without elected executive
Bahamas,BHS,1909,multi-party autocracy without elected executive
Bahamas,BHS,1910,multi-party autocracy without elected executive
Bahamas,BHS,1911,multi-party autocracy without elected executive
Bahamas,BHS,1912,multi-party autocracy without elected executive
Bahamas,BHS,1913,multi-party autocracy without elected executive
Bahamas,BHS,1914,multi-party autocracy without elected executive
Bahamas,BHS,1915,multi-party autocracy without elected executive
Bahamas,BHS,1916,multi-party autocracy without elected executive
Bahamas,BHS,1917,multi-party autocracy without elected executive
Bahamas,BHS,1918,multi-party autocracy without elected executive
Bahamas,BHS,1919,multi-party autocracy without elected executive
Bahamas,BHS,1920,multi-party autocracy without elected executive
Bahamas,BHS,1921,multi-party autocracy without elected executive
Bahamas,BHS,1922,multi-party autocracy without elected executive
Bahamas,BHS,1923,multi-party autocracy without elected executive
Bahamas,BHS,1924,multi-party autocracy without elected executive
Bahamas,BHS,1925,multi-party autocracy without elected executive
Bahamas,BHS,1926,multi-party autocracy without elected executive
Bahamas,BHS,1927,multi-party autocracy without elected executive
Bahamas,BHS,1928,multi-party autocracy without elected executive
Bahamas,BHS,1929,multi-party autocracy without elected executive
Bahamas,BHS,1930,multi-party autocracy without elected executive
Bahamas,BHS,1931,multi-party autocracy without elected executive
Bahamas,BHS,1932,multi-party autocracy without elected executive
Bahamas,BHS,1933,multi-party autocracy without elected executive
Bahamas,BHS,1934,multi-party autocracy without elected executive
Bahamas,BHS,1935,multi-party autocracy without elected executive
Bahamas,BHS,1936,multi-party autocracy without elected executive
Bahamas,BHS,1937,multi-party autocracy without elected executive
Bahamas,BHS,1938,multi-party autocracy without elected executive
Bahamas,BHS,1939,multi-party autocracy without elected executive
Bahamas,BHS,1940,multi-party autocracy without elected executive
Bahamas,BHS,1941,multi-party autocracy without elected executive
Bahamas,BHS,1942,multi-party autocracy without elected executive
Bahamas,BHS,1943,multi-party autocracy without elected executive
Bahamas,BHS,1944,multi-party autocracy without elected executive
Bahamas,BHS,1945,multi-party autocracy without elected executive
Bahamas,BHS,1946,multi-party autocracy without elected executive
Bahamas,BHS,1947,multi-party autocracy without elected executive
Bahamas,BHS,1948,multi-party autocracy without elected executive
Bahamas,BHS,1949,multi-party autocracy without elected executive
Bahamas,BHS,1950,multi-party autocracy without elected executive
Bahamas,BHS,1951,multi-party autocracy without elected executive
Bahamas,BHS,1952,multi-party autocracy without elected executive
Bahamas,BHS,1953,multi-party autocracy without elected executive
Bahamas,BHS,1954,multi-party autocracy without elected executive
Bahamas,BHS,1955,multi-party autocracy without elected executive
Bahamas,BHS,1956,multi-party autocracy without elected executive
Bahamas,BHS,1957,multi-party autocracy without elected executive
Bahamas,BHS,1958,multi-party autocracy without elected executive
Bahamas,BHS,1959,multi-party autocracy without elected executive
Bahamas,BHS,1960,multi-party autocracy without elected executive
Bahamas,BHS,1961,multi-party autocracy without elected executive
Bahamas,BHS,1962,multi-party autocracy without elected executive
Bahamas,BHS,1963,multi-party autocracy without elected executive
Bahamas,BHS,1964,1
Bahamas,BHS,1965,2
Bahamas,BHS,1966,3
Bahamas,BHS,1967,4
Bahamas,BHS,1968,5
Bahamas,BHS,1969,6
Bahamas,BHS,1970,7
Bahamas,BHS,1971,8
Bahamas,BHS,1972,9
Bahamas,BHS,1973,10
Bahamas,BHS,1974,11
Bahamas,BHS,1975,12
Bahamas,BHS,1976,13
Bahamas,BHS,1977,14
Bahamas,BHS,1978,15
Bahamas,BHS,1979,16
Bahamas,BHS,1980,17
Bahamas,BHS,1981,18
Bahamas,BHS,1982,19
Bahamas,BHS,1983,20
Bahamas,BHS,1984,21
Bahamas,BHS,1985,22
Bahamas,BHS,1986,23
Bahamas,BHS,1987,24
Bahamas,BHS,1988,25
Bahamas,BHS,1989,26
Bahamas,BHS,1990,27
Bahamas,BHS,1991,28
Bahamas,BHS,1992,29
Bahamas,BHS,1993,30
Bahamas,BHS,1994,31
Bahamas,BHS,1995,32
Bahamas,BHS,1996,33
Bahamas,BHS,1997,34
Bahamas,BHS,1998,35
Bahamas,BHS,1999,36
Bahamas,BHS,2000,37
Bahamas,BHS,2001,38
Bahamas,BHS,2002,39
Bahamas,BHS,2003,40
Bahamas,BHS,2004,41
Bahamas,BHS,2005,42
Bahamas,BHS,2006,43
Bahamas,BHS,2007,44
Bahamas,BHS,2008,45
Bahamas,BHS,2009,46
Bahamas,BHS,2010,47
Bahamas,BHS,2011,48
Bahamas,BHS,2012,49
Bahamas,BHS,2013,50
Bahamas,BHS,2014,51
Bahamas,BHS,2015,52
Bahamas,BHS,2016,53
Bahamas,BHS,2017,54
Bahamas,BHS,2018,55
Bahamas,BHS,2019,56
Bahamas,BHS,2020,57
Bahamas,BHS,2021,58
Bahamas,BHS,2022,59
Bahamas,BHS,2023,60
Bahamas,BHS,2024,61
Bahrain,BHR,1789,non-electoral autocracy
Bahrain,BHR,1790,non-electoral autocracy
Bahrain,BHR,1791,non-electoral autocracy
Bahrain,BHR,1792,non-electoral autocracy
Bahrain,BHR,1793,non-electoral autocracy
Bahrain,BHR,1794,non-electoral autocracy
Bahrain,BHR,1795,non-electoral autocracy
Bahrain,BHR,1796,non-electoral autocracy
Bahrain,BHR,1797,non-electoral autocracy
Bahrain,BHR,1798,non-electoral autocracy
Bahrain,BHR,1799,non-electoral autocracy
Bahrain,BHR,1800,non-electoral autocracy
Bahrain,BHR,1801,non-electoral autocracy
Bahrain,BHR,1802,non-electoral autocracy
Bahrain,BHR,1803,non-electoral autocracy
Bahrain,BHR,1804,non-electoral autocracy
Bahrain,BHR,1805,non-electoral autocracy
Bahrain,BHR,1806,non-electoral autocracy
Bahrain,BHR,1807,non-electoral autocracy
Bahrain,BHR,1808,non-electoral autocracy
Bahrain,BHR,1809,non-electoral autocracy
Bahrain,BHR,1810,non-electoral autocracy
Bahrain,BHR,1811,non-electoral autocracy
Bahrain,BHR,1812,non-electoral autocracy
Bahrain,BHR,1813,non-electoral autocracy
Bahrain,BHR,1814,non-electoral autocracy
Bahrain,BHR,1815,non-electoral autocracy
Bahrain,BHR,1816,non-electoral autocracy
Bahrain,BHR,1817,non-electoral autocracy
Bahrain,BHR,1818,non-electoral autocracy
Bahrain,BHR,1819,non-electoral autocracy
Bahrain,BHR,1820,non-electoral autocracy
Bahrain,BHR,1821,non-electoral autocracy
Bahrain,BHR,1822,non-electoral autocracy
Bahrain,BHR,1823,non-electoral autocracy
Bahrain,BHR,1824,non-electoral autocracy
Bahrain,BHR,1825,non-electoral autocracy
Bahrain,BHR,1826,non-electoral autocracy
Bahrain,BHR,1827,non-electoral autocracy
Bahrain,BHR,1828,non-electoral autocracy
Bahrain,BHR,1829,non-electoral autocracy
Bahrain,BHR,1830,non-electoral autocracy
Bahrain,BHR,1831,non-electoral autocracy
Bahrain,BHR,1832,non-electoral autocracy
Bahrain,BHR,1833,non-electoral autocracy
Bahrain,BHR,1834,non-electoral autocracy
Bahrain,BHR,1835,non-electoral autocracy
Bahrain,BHR,1836,non-electoral autocracy
Bahrain,BHR,1837,non-electoral autocracy
Bahrain,BHR,1838,non-electoral autocracy
Bahrain,BHR,1839,non-electoral autocracy
Bahrain,BHR,1840,non-electoral autocracy
Bahrain,BHR,1841,non-electoral autocracy
Bahrain,BHR,1842,non-electoral autocracy
Bahrain,BHR,1843,non-electoral autocracy
Bahrain,BHR,1844,non-electoral autocracy
Bahrain,BHR,1845,non-electoral autocracy
Bahrain,BHR,1846,non-electoral autocracy
Bahrain,BHR,1847,non-electoral autocracy
Bahrain,BHR,1848,non-electoral autocracy
Bahrain,BHR,1849,non-electoral autocracy
Bahrain,BHR,1850,non-electoral autocracy
Bahrain,BHR,1851,non-electoral autocracy
Bahrain,BHR,1852,non-electoral autocracy
Bahrain,BHR,1853,non-electoral autocracy
Bahrain,BHR,1854,non-electoral autocracy
Bahrain,BHR,1855,non-electoral autocracy
Bahrain,BHR,1856,non-electoral autocracy
Bahrain,BHR,1857,non-electoral autocracy
Bahrain,BHR,1858,non-electoral autocracy
Bahrain,BHR,1859,non-electoral autocracy
Bahrain,BHR,1860,non-electoral autocracy
Bahrain,BHR,1861,non-electoral autocracy
Bahrain,BHR,1862,non-electoral autocracy
Bahrain,BHR,1863,non-electoral autocracy
Bahrain,BHR,1864,non-electoral autocracy
Bahrain,BHR,1865,non-electoral autocracy
Bahrain,BHR,1866,non-electoral autocracy
Bahrain,BHR,1867,non-electoral autocracy
Bahrain,BHR,1868,non-electoral autocracy
Bahrain,BHR,1869,non-electoral autocracy
Bahrain,BHR,1870,non-electoral autocracy
Bahrain,BHR,1871,non-electoral autocracy
Bahrain,BHR,1872,non-electoral autocracy
Bahrain,BHR,1873,non-electoral autocracy
Bahrain,BHR,1874,non-electoral autocracy
Bahrain,BHR,1875,non-electoral autocracy
Bahrain,BHR,1876,non-electoral autocracy
Bahrain,BHR,1877,non-electoral autocracy
Bahrain,BHR,1878,non-electoral autocracy
Bahrain,BHR,1879,non-electoral autocracy
Bahrain,BHR,1880,non-electoral autocracy
Bahrain,BHR,1881,non-electoral autocracy
Bahrain,BHR,1882,non-electoral autocracy
Bahrain,BHR,1883,non-electoral autocracy
Bahrain,BHR,1884,non-electoral autocracy
Bahrain,BHR,1885,non-electoral autocracy
Bahrain,BHR,1886,non-electoral autocracy
Bahrain,BHR,1887,non-electoral autocracy
Bahrain,BHR,1888,non-electoral autocracy
Bahrain,BHR,1889,non-electoral autocracy
Bahrain,BHR,1890,non-electoral autocracy
Bahrain,BHR,1891,non-electoral autocracy
Bahrain,BHR,1892,non-electoral autocracy
Bahrain,BHR,1893,non-electoral autocracy
Bahrain,BHR,1894,non-electoral autocracy
Bahrain,BHR,1895,non-electoral autocracy
Bahrain,BHR,1896,non-electoral autocracy
Bahrain,BHR,1897,non-electoral autocracy
Bahrain,BHR,1898,non-electoral autocracy
Bahrain,BHR,1899,non-electoral autocracy
Bahrain,BHR,1900,non-electoral autocracy
Bahrain,BHR,1901,non-electoral autocracy
Bahrain,BHR,1902,non-electoral autocracy
Bahrain,BHR,1903,non-electoral autocracy
Bahrain,BHR,1904,non-electoral autocracy
Bahrain,BHR,1905,non-electoral autocracy
Bahrain,BHR,1906,non-electoral autocracy
Bahrain,BHR,1907,non-electoral autocracy
Bahrain,BHR,1908,non-electoral autocracy
Bahrain,BHR,1909,non-electoral autocracy
Bahrain,BHR,1910,non-electoral autocracy
Bahrain,BHR,1911,non-electoral autocracy
Bahrain,BHR,1912,non-electoral autocracy
Bahrain,BHR,1913,non-electoral autocracy
Bahrain,BHR,1914,non-electoral autocracy
Bahrain,BHR,1915,non-electoral autocracy
Bahrain,BHR,1916,non-electoral autocracy
Bahrain,BHR,1917,non-electoral autocracy
Bahrain,BHR,1918,non-electoral autocracy
Bahrain,BHR,1919,non-electoral autocracy
Bahrain,BHR,1920,non-electoral autocracy
Bahrain,BHR,1921,non-electoral autocracy
Bahrain,BHR,1922,non-electoral autocracy
Bahrain,BHR,1923,non-electoral autocracy
Bahrain,BHR,1924,non-electoral autocracy
Bahrain,BHR,1925,non-electoral autocracy
Bahrain,BHR,1926,non-electoral autocracy
Bahrain,BHR,1927,non-electoral autocracy
Bahrain,BHR,1928,non-electoral autocracy
Bahrain,BHR,1929,non-electoral autocracy
Bahrain,BHR,1930,non-electoral autocracy
Bahrain,BHR,1931,non-electoral autocracy
Bahrain,BHR,1932,non-electoral autocracy
Bahrain,BHR,1933,non-electoral autocracy
Bahrain,BHR,1934,non-electoral autocracy
Bahrain,BHR,1935,non-electoral autocracy
Bahrain,BHR,1936,non-electoral autocracy
Bahrain,BHR,1937,non-electoral autocracy
Bahrain,BHR,1938,non-electoral autocracy
Bahrain,BHR,1939,non-electoral autocracy
Bahrain,BHR,1940,non-electoral autocracy
Bahrain,BHR,1941,non-electoral autocracy
Bahrain,BHR,1942,non-electoral autocracy
Bahrain,BHR,1943,non-electoral autocracy
Bahrain,BHR,1944,non-electoral autocracy
Bahrain,BHR,1945,non-electoral autocracy
Bahrain,BHR,1946,non-electoral autocracy
Bahrain,BHR,1947,non-electoral autocracy
Bahrain,BHR,1948,non-electoral autocracy
Bahrain,BHR,1949,non-electoral autocracy
Bahrain,BHR,1950,non-electoral autocracy
Bahrain,BHR,1951,non-electoral autocracy
Bahrain,BHR,1952,non-electoral autocracy
Bahrain,BHR,1953,non-electoral autocracy
Bahrain,BHR,1954,non-electoral autocracy
Bahrain,BHR,1955,non-electoral autocracy
Bahrain,BHR,1956,non-electoral autocracy
Bahrain,BHR,1957,non-electoral autocracy
Bahrain,BHR,1958,non-electoral autocracy
Bahrain,BHR,1959,non-electoral autocracy
Bahrain,BHR,1960,non-electoral autocracy
Bahrain,BHR,1961,non-electoral autocracy
Bahrain,BHR,1962,non-electoral autocracy
Bahrain,BHR,1963,non-electoral autocracy
Bahrain,BHR,1964,non-electoral autocracy
Bahrain,BHR,1965,non-electoral autocracy
Bahrain,BHR,1966,non-electoral autocracy
Bahrain,BHR,1967,non-electoral autocracy
Bahrain,BHR,1968,non-electoral autocracy
Bahrain,BHR,1969,non-electoral autocracy
Bahrain,BHR,1970,non-electoral autocracy
Bahrain,BHR,1971,non-electoral autocracy
Bahrain,BHR,1972,multi-party autocracy without elected executive
Bahrain,BHR,1973,multi-party autocracy without elected executive
Bahrain,BHR,1974,multi-party autocracy without elected executive
Bahrain,BHR,1975,non-electoral autocracy
Bahrain,BHR,1976,non-electoral autocracy
Bahrain,BHR,1977,non-electoral autocracy
Bahrain,BHR,1978,non-electoral autocracy
Bahrain,BHR,1979,non-electoral autocracy
Bahrain,BHR,1980,non-electoral autocracy
Bahrain,BHR,1981,non-electoral autocracy
Bahrain,BHR,1982,non-electoral autocracy
Bahrain,BHR,1983,non-electoral autocracy
Bahrain,BHR,1984,non-electoral autocracy
Bahrain,BHR,1985,non-electoral autocracy
Bahrain,BHR,1986,non-electoral autocracy
Bahrain,BHR,1987,non-electoral autocracy
Bahrain,BHR,1988,non-electoral autocracy
Bahrain,BHR,1989,non-electoral autocracy
Bahrain,BHR,1990,non-electoral autocracy
Bahrain,BHR,1991,non-electoral autocracy
Bahrain,BHR,1992,non-electoral autocracy
Bahrain,BHR,1993,non-electoral autocracy
Bahrain,BHR,1994,non-electoral autocracy
Bahrain,BHR,1995,non-electoral autocracy
Bahrain,BHR,1996,non-electoral autocracy
Bahrain,BHR,1997,non-electoral autocracy
Bahrain,BHR,1998,non-electoral autocracy
Bahrain,BHR,1999,non-electoral autocracy
Bahrain,BHR,2000,non-electoral autocracy
Bahrain,BHR,2001,non-electoral autocracy
Bahrain,BHR,2002,multi-party autocracy without elected executive
Bahrain,BHR,2003,multi-party autocracy without elected executive
Bahrain,BHR,2004,multi-party autocracy without elected executive
Bahrain,BHR,2005,multi-party autocracy without elected executive
Bahrain,BHR,2006,multi-party autocracy without elected executive
Bahrain,BHR,2007,multi-party autocracy without elected executive
Bahrain,BHR,2008,multi-party autocracy without elected executive
Bahrain,BHR,2009,multi-party autocracy without elected executive
Bahrain,BHR,2010,multi-party autocracy without elected executive
Bahrain,BHR,2011,multi-party autocracy without elected executive
Bahrain,BHR,2012,multi-party autocracy without elected executive
Bahrain,BHR,2013,multi-party autocracy without elected executive
Bahrain,BHR,2014,multi-party autocracy without elected executive
Bahrain,BHR,2015,multi-party autocracy without elected executive
Bahrain,BHR,2016,multi-party autocracy without elected executive
Bahrain,BHR,2017,multi-party autocracy without elected executive
Bahrain,BHR,2018,multi-party autocracy without elected executive
Bahrain,BHR,2019,multi-party autocracy without elected executive
Bahrain,BHR,2020,multi-party autocracy without elected executive
Bahrain,BHR,2021,multi-party autocracy without elected executive
Bahrain,BHR,2022,multi-party autocracy without elected executive
Bahrain,BHR,2023,multi-party autocracy without elected executive
Bahrain,BHR,2024,multi-party autocracy without elected executive
Bangladesh,BGD,1971,non-electoral autocracy
Bangladesh,BGD,1972,non-electoral autocracy
Bangladesh,BGD,1973,multi-party autocracy
Bangladesh,BGD,1974,multi-party autocracy
Bangladesh,BGD,1975,non-electoral autocracy
Bangladesh,BGD,1976,non-electoral autocracy
Bangladesh,BGD,1977,non-electoral autocracy
Bangladesh,BGD,1978,one-party autocracy
Bangladesh,BGD,1979,multi-party autocracy
Bangladesh,BGD,1980,multi-party autocracy
Bangladesh,BGD,1981,multi-party autocracy
Bangladesh,BGD,1982,non-electoral autocracy
Bangladesh,BGD,1983,non-electoral autocracy
Bangladesh,BGD,1984,non-electoral autocracy
Bangladesh,BGD,1985,non-electoral autocracy
Bangladesh,BGD,1986,multi-party autocracy
Bangladesh,BGD,1987,multi-party autocracy
Bangladesh,BGD,1988,multi-party autocracy
Bangladesh,BGD,1989,multi-party autocracy
Bangladesh,BGD,1990,1
Bangladesh,BGD,1991,2
Bangladesh,BGD,1992,3
Bangladesh,BGD,1993,4
Bangladesh,BGD,1994,5
Bangladesh,BGD,1995,6
Bangladesh,BGD,1996,7
Bangladesh,BGD,1997,8
Bangladesh,BGD,1998,9
Bangladesh,BGD,1999,10
Bangladesh,BGD,2000,11
Bangladesh,BGD,2001,12
Bangladesh,BGD,2002,13
Bangladesh,BGD,2003,14
Bangladesh,BGD,2004,15
Bangladesh,BGD,2005,16
Bangladesh,BGD,2006,17
Bangladesh,BGD,2007,non-electoral autocracy
Bangladesh,BGD,2008,1
Bangladesh,BGD,2009,2
Bangladesh,BGD,2010,3
Bangladesh,BGD,2011,4
Bangladesh,BGD,2012,5
Bangladesh,BGD,2013,6
Bangladesh,BGD,2014,multi-party autocracy
Bangladesh,BGD,2015,multi-party autocracy
Bangladesh,BGD,2016,multi-party autocracy
Bangladesh,BGD,2017,multi-party autocracy
Bangladesh,BGD,2018,multi-party autocracy
Bangladesh,BGD,2019,multi-party autocracy
Bangladesh,BGD,2020,multi-party autocracy
Bangladesh,BGD,2021,multi-party autocracy
Bangladesh,BGD,2022,multi-party autocracy
Bangladesh,BGD,2023,multi-party autocracy
Bangladesh,BGD,2024,non-electoral autocracy
Barbados,BRB,1839,multi-party autocracy without elected executive
Barbados,BRB,1840,multi-party autocracy without elected executive
Barbados,BRB,1841,multi-party autocracy without elected executive
Barbados,BRB,1842,multi-party autocracy without elected executive
Barbados,BRB,1843,multi-party autocracy without elected executive
Barbados,BRB,1844,multi-party autocracy without elected executive
Barbados,BRB,1845,multi-party autocracy without elected executive
Barbados,BRB,1846,multi-party autocracy without elected executive
Barbados,BRB,1847,multi-party autocracy without elected executive
Barbados,BRB,1848,multi-party autocracy without elected executive
Barbados,BRB,1849,multi-party autocracy without elected executive
Barbados,BRB,1850,multi-party autocracy without elected executive
Barbados,BRB,1851,multi-party autocracy without elected executive
Barbados,BRB,1852,multi-party autocracy without elected executive
Barbados,BRB,1853,multi-party autocracy without elected executive
Barbados,BRB,1854,multi-party autocracy without elected executive
Barbados,BRB,1855,multi-party autocracy without elected executive
Barbados,BRB,1856,multi-party autocracy without elected executive
Barbados,BRB,1857,multi-party autocracy without elected executive
Barbados,BRB,1858,multi-party autocracy without elected executive
Barbados,BRB,1859,multi-party autocracy without elected executive
Barbados,BRB,1860,multi-party autocracy without elected executive
Barbados,BRB,1861,multi-party autocracy without elected executive
Barbados,BRB,1862,multi-party autocracy without elected executive
Barbados,BRB,1863,multi-party autocracy without elected executive
Barbados,BRB,1864,multi-party autocracy without elected executive
Barbados,BRB,1865,multi-party autocracy without elected executive
Barbados,BRB,1866,multi-party autocracy without elected executive
Barbados,BRB,1867,multi-party autocracy without elected executive
Barbados,BRB,1868,multi-party autocracy without elected executive
Barbados,BRB,1869,multi-party autocracy without elected executive
Barbados,BRB,1870,multi-party autocracy without elected executive
Barbados,BRB,1871,multi-party autocracy without elected executive
Barbados,BRB,1872,multi-party autocracy without elected executive
Barbados,BRB,1873,multi-party autocracy without elected executive
Barbados,BRB,1874,multi-party autocracy without elected executive
Barbados,BRB,1875,multi-party autocracy without elected executive
Barbados,BRB,1876,multi-party autocracy without elected executive
Barbados,BRB,1877,multi-party autocracy without elected executive
Barbados,BRB,1878,multi-party autocracy without elected executive
